"C1T1_r1","C1T1_r10","C1T1_r2","C1T1_r3","C1T1_r4","C1T1_r5","C1T1_r6","C1T1_r7","C1T1_r8","C1T1_r9","C1T2_r1","C1T2_r10","C1T2_r2","C1T2_r3","C1T2_r4","C1T2_r5","C1T2_r6","C1T2_r7","C1T2_r8","C1T2_r9","C1T3_r1","C1T3_r10","C1T3_r2","C1T3_r3","C1T3_r4","C1T3_r5","C1T3_r6","C1T3_r7","C1T3_r8","C1T3_r9","C1T4_r1","C1T4_r10","C1T4_r2","C1T4_r3","C1T4_r4","C1T4_r5","C1T4_r6","C1T4_r7","C1T4_r8","C1T4_r9","C1T5_r1","C1T5_r10","C1T5_r2","C1T5_r3","C1T5_r4","C1T5_r5","C1T5_r6","C1T5_r7","C1T5_r8","C1T5_r9","C1T6_r1","C1T6_r10","C1T6_r2","C1T6_r3","C1T6_r4","C1T6_r5","C1T6_r6","C1T6_r7","C1T6_r8","C1T6_r9","C2T1_r1","C2T1_r10","C2T1_r2","C2T1_r3","C2T1_r4","C2T1_r5","C2T1_r6","C2T1_r7","C2T1_r8","C2T1_r9","C2T2_r1","C2T2_r10","C2T2_r2","C2T2_r3","C2T2_r4","C2T2_r5","C2T2_r6","C2T2_r7","C2T2_r8","C2T2_r9","C2T3_r1","C2T3_r10","C2T3_r2","C2T3_r3","C2T3_r4","C2T3_r5","C2T3_r6","C2T3_r7","C2T3_r8","C2T3_r9","C2T4_r1","C2T4_r10","C2T4_r2","C2T4_r3","C2T4_r4","C2T4_r5","C2T4_r6","C2T4_r7","C2T4_r8","C2T4_r9","C2T5_r1","C2T5_r10","C2T5_r2","C2T5_r3","C2T5_r4","C2T5_r5","C2T5_r6","C2T5_r7","C2T5_r8","C2T5_r9","C2T6_r1","C2T6_r10","C2T6_r2","C2T6_r3","C2T6_r4","C2T6_r5","C2T6_r6","C2T6_r7","C2T6_r8","C2T6_r9"
0,63,0,0,0,98,0,84,0,0,0,0,0,54,0,72,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,10,0,0,14,0,0,0,9,11,0,0,0,0,14,10,10,0,5,0,0,0,0,0,12,0,0,0,13,8,0,0,0,0,16,0,0,0,11,0,0,0,0,0,1,8,0,0,13,10,0,0,0,0,0,0,0,0,7,8,0,12,0,10,0,0,8
0,42,0,0,0,0,49,0,0,0,0,0,0,0,0,42,0,36,0,48,0,0,0,0,0,36,0,0,40,36,0,27,0,0,0,0,36,0,18,0,0,18,0,0,0,8,30,28,0,0,0,0,0,0,0,0,9,0,0,0,0,0,6,8,0,0,0,9,7,0,0,0,8,10,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,7,0,5,7,0,0,0,0,4,0,7,0,9,0
84,0,0,0,0,0,0,35,0,0,60,0,0,0,0,0,66,72,0,0,64,0,48,0,0,32,0,44,16,0,60,0,27,0,0,0,9,0,51,0,30,0,0,0,0,16,0,0,32,20,15,0,13,0,0,0,0,0,0,0,0,8,0,0,0,18,0,0,0,0,8,9,14,0,0,12,13,4,0,14,0,0,18,0,0,10,6,0,0,0,0,5,19,0,0,13,12,0,0,0,5,12,17,0,3,0,0,0,0,0,16,11,10,0,0,0,0,0,0,0
0,49,0,91,0,0,0,0,70,0,0,0,0,0,60,36,0,0,0,0,48,0,44,0,64,24,0,0,28,0,48,0,45,0,39,27,0,0,0,0,10,0,18,0,0,0,0,0,16,0,0,9,0,0,10,0,0,0,5,0,14,8,0,9,0,10,0,0,0,0,8,0,0,14,0,6,6,0,0,0,9,0,0,11,0,12,0,0,10,10,0,6,0,9,0,11,0,0,3,14,14,5,7,0,0,15,0,0,6,0,0,0,0,0,6,17,11,0,0,0
84,0,0,0,0,0,0,0,0,0,72,48,0,0,0,60,60,0,0,0,32,0,0,0,60,32,0,0,0,40,33,18,0,0,0,0,0,27,0,30,14,0,0,0,0,0,0,0,18,14,8,0,4,0,0,0,0,11,0,5,0,9,0,0,9,0,0,0,18,15,0,0,0,0,11,0,0,6,11,7,0,0,0,0,0,0,0,0,13,7,9,0,0,0,11,0,0,0,6,10,0,8,0,0,4,0,0,0,0,10,0,10,11,0,6,0,0,0,0,19
91,0,63,0,0,0,0,0,0,56,78,0,0,0,0,72,0,0,0,72,40,0,24,0,0,32,0,0,0,20,0,15,33,0,12,21,0,0,45,36,0,0,26,0,0,22,0,0,20,18,0,0,8,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,0,0,0,11,0,0,3,10,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,10,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0
0,0,35,0,0,0,0,63,0,0,0,0,0,0,0,0,102,0,0,0,36,0,0,0,0,0,52,12,0,0,36,0,12,27,0,27,48,39,0,0,20,0,18,0,0,26,12,0,0,0,11,5,0,0,0,0,14,0,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,13,0,0,11,5,0,0,7,0,0,12,0,0,8,0,0,0,0,0,0,8,5,0,9,0,0,10,5,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0
112,0,0,0,0,70,0,42,0,0,60,0,0,0,0,60,0,72,0,30,20,0,0,0,0,56,0,0,36,0,0,0,18,0,36,9,36,0,0,0,18,0,0,0,32,0,22,20,0,0,9,0,8,0,18,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,4,0,9,0,11,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
0,56,0,56,0,0,0,0,0,126,0,66,0,0,0,0,0,0,0,78,0,0,0,0,0,20,0,0,0,0,0,0,21,33,0,0,0,0,0,0,0,0,18,24,0,20,0,28,0,0,6,0,14,11,0,0,0,15,0,0,9,0,14,0,8,7,12,0,4,0,0,0,12,0,0,1,0,0,0,0,0,7,8,0,0,0,0,0,0,0,9,9,0,0,0,0,10,0,0,4,0,11,0,0,0,0,9,0,0,0,0,14,0,0,0,0,8,0,0,5
0,0,35,0,70,0,42,0,0,0,72,0,0,0,54,48,0,0,48,0,40,0,56,0,44,24,0,0,0,0,24,0,39,42,36,27,27,0,6,0,10,0,34,20,20,0,22,0,26,0,0,0,16,6,12,7,0,13,12,9,0,14,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,7,0,0,10,4,0,0,6,0,0,9,0,7,8,0,0,0,0,8,0,4,8,15,0,12,0,0,0,0,0,15,10,12
77,98,0,0,0,0,63,42,0,56,0,42,0,0,0,0,72,48,66,90,0,0,0,0,20,0,40,24,48,28,27,0,0,18,33,0,24,0,0,0,0,0,0,22,12,0,0,16,0,0,0,0,0,8,0,0,0,0,0,0,0,10,0,8,6,0,0,0,5,0,0,0,0,9,12,7,0,0,0,0,0,0,4,6,0,10,8,0,17,0,0,0,11,0,0,8,8,0,0,0,0,0,0,0,0,9,15,0,0,0,0,0,0,0,7,8,13,0,0,0
0,0,0,49,0,0,112,91,0,0,24,0,0,0,0,0,54,42,0,0,0,0,0,28,0,0,0,44,0,24,0,33,0,21,0,0,0,42,0,21,0,0,0,18,0,22,0,14,0,0,0,12,0,14,0,12,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,11,11,0,0,8,0,0,7,0,14,13,13,0,0,20,8,0,0,0,12,9,12,0,0,17,10,0,13,7,0,0,9,0,0,14,0,0
35,0,0,0,0,0,0,56,35,0,54,42,60,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,48,20,0,0,14,0,0,0,0,22,32,4,0,11,10,0,0,0,0,13,8,0,0,0,0,0,5,8,0,0,9,0,0,11,0,0,0,0,6,11,11,0,0,0,0,9,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,9,0,0,0
0,0,0,0,0,77,0,56,35,0,0,0,0,0,0,54,42,0,0,0,0,0,0,0,0,20,36,0,0,0,0,0,15,0,0,21,0,0,0,0,16,0,0,14,0,0,0,0,0,0,0,0,0,0,6,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,10,0,7,0,0,0,8,0,0,0,14,0,11,0,0,0,0,0,7,0,0,11,11,0,0,0,0,0,0,9,0,10,8,0,0,0,0,12,0,0,0
0,0,0,98,0,0,0,0,0,0,0,0,54,60,0,0,0,0,0,0,40,0,0,32,0,0,0,0,44,36,45,27,0,42,0,33,0,0,33,21,30,0,0,20,0,26,32,0,18,16,9,0,11,0,0,6,10,0,0,14,0,7,0,0,0,0,8,0,0,0,0,0,0,0,12,12,0,8,0,0,0,7,0,0,13,0,0,0,8,0,7,0,0,0,0,0,0,10,0,8,16,0,0,0,9,0,0,9,0,2,0,0,8,0,10,0,0,0,0,0
112,63,0,0,91,63,0,91,0,0,96,66,0,0,96,78,54,72,0,36,72,0,0,0,56,0,0,44,0,0,36,0,0,0,15,0,21,0,0,0,0,0,0,0,26,28,0,0,0,0,0,14,0,0,6,15,0,12,0,15,0,0,0,8,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,9,7,0,0,0,9,0,6,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,0
0,49,63,0,0,140,0,84,0,0,0,0,0,72,90,84,0,0,72,0,0,0,0,24,52,0,0,0,76,0,27,0,0,0,36,0,0,0,48,0,32,0,0,24,22,0,0,24,26,0,9,0,0,7,12,11,0,13,12,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,12,0,0,9,0,0,0,0,0,9,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0
77,0,119,0,49,77,0,0,0,0,0,0,60,36,48,0,60,0,54,60,0,0,0,0,44,0,48,0,0,0,0,0,24,0,18,0,39,0,0,0,0,0,0,6,20,0,32,0,0,0,8,0,0,0,0,5,16,0,0,0,8,11,0,8,0,16,0,9,8,0,9,10,0,0,9,9,0,13,0,0,0,8,0,0,0,8,0,10,0,0,0,11,0,0,0,11,0,4,16,0,0,9,0,7,0,15,0,0,7,0,0,0,0,8,0,10,0,0,14,0
0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,60,36,0,0,63,0,0,0,33,0,0,30,0,0,40,0,0,0,18,0,0,20,28,0,14,0,0,0,7,0,0,8,0,0,0,0,0,8,10,9,0,0,0,0,0,0,0,9,10,0,0,0,0,5,0,0,0,0,13,0,14,10,0,11,7,0,9,0,12,0,15,0,0,7,0,0,7,10,12,9,15,0,0,0,0,0,0,0,7,11,0,18,0
0,0,0,56,0,126,0,0,0,0,0,0,72,0,0,66,0,0,0,42,0,28,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,7,0,0,0,0,8,0,0,0,0,5,0,0,0,0,11,0,0,0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,13,0,0,0,0,7,0,0,0,0,16,0,0,0,0,0,0
0,77,0,0,0,42,91,0,0,0,0,60,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,15,36,0,0,0,0,18,0,28,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,13,0,0,0,0,0,6,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,12,8,12,0
0,0,0,49,0,0,0,0,0,0,0,60,0,66,0,0,0,60,0,0,44,0,0,0,0,24,0,28,64,0,15,0,0,0,39,33,21,0,30,0,0,0,0,18,30,16,22,0,24,0,0,0,6,10,11,0,10,0,13,0,5,0,0,10,0,12,0,12,7,9,0,4,0,0,0,0,0,0,7,0,0,16,10,0,0,11,0,0,0,0,0,0,9,0,0,9,6,7,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,10,0
0,0,56,0,91,0,63,0,49,56,0,96,0,0,0,0,0,0,0,0,0,28,0,24,0,0,0,52,0,44,0,15,0,0,0,0,0,27,0,33,22,0,0,0,0,20,22,0,0,22,0,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,13,0,13,0,0,17,4,0,0,0,11,0,13,0,0,13,0,0,0,0,13,0,7,0,0,10,8,0,0,7,23,9,10,0,0,0,0,10,10,10,20,0,0,16,11,0,0,0,12,10,13,0,0
0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,32,0,0,0,36,0,0,0,0,24,0,0,0,0,20,0,20,0,0,0,0,12,0,0,0,0,0,0,13,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9,0,0,0,0,4,0,0,13,0,0,12,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,10
0,0,0,35,70,0,56,84,77,0,0,0,0,0,72,0,24,36,48,0,60,0,28,0,0,0,0,0,0,0,33,33,39,0,18,0,0,39,0,0,0,0,18,0,0,0,0,18,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,9,0,13,9,0,9,0,0,0,0,7,0,7,15,0,0,0,0,0,0,0,0,0,18,0,0,9,0,0,0,0,7,16,19,0,0,0,0,0,0,8,7,13,18,0,0,10,0,0
0,0,21,0,0,0,0,0,0,42,0,0,0,0,24,0,36,0,0,0,48,0,0,0,72,0,48,28,0,0,27,0,0,0,39,0,45,0,0,36,30,0,0,0,0,0,0,0,0,24,13,0,0,11,0,0,0,0,0,15,9,10,0,0,8,0,8,0,0,11,0,0,0,0,14,11,0,0,0,14,0,7,0,0,18,15,5,0,0,8,0,13,0,0,14,8,0,0,4,6,0,0,0,0,7,7,0,0,0,0,6,10,9,0,15,10,0,0,0,0
0,77,28,0,0,0,0,0,0,0,0,84,78,54,0,42,36,0,0,0,0,40,0,0,44,0,0,0,0,8,0,27,0,0,0,0,0,0,0,57,0,24,12,0,0,0,12,0,0,36,0,0,0,9,0,0,9,13,0,0,0,0,0,9,0,6,0,0,13,5,0,0,0,0,0,6,0,0,0,9,0,7,0,13,11,17,0,7,11,0,0,0,8,0,13,18,0,16,15,9,0,7,5,0,0,20,4,0,0,0,9,0,8,0,12,18,8,4,0,0
0,28,63,0,0,49,0,0,63,0,0,48,60,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,32,0,0,0,24,30,0,0,0,0,18,0,0,0,0,16,0,0,0,0,14,0,0,0,0,0,0,12,0,0,12,0,0,0,15,0,6,0,12,0,0,0,11,0,14,0,0,0,14,0,0,13,0,0,12,0,0,0,14,9,0,12,0,0,10,0,0,0,15,0,0,10,0,0,12,0,0,0,0,11,0,0,0,0,13,9,0,0,13,0,0
0,0,56,0,63,56,98,42,0,0,0,0,54,42,0,0,72,0,0,0,0,0,40,0,0,24,40,0,20,0,0,0,24,0,0,15,15,0,21,0,0,0,0,0,0,20,6,0,14,14,0,0,0,0,0,13,0,5,0,0,0,14,0,0,0,0,15,0,9,0,0,12,0,0,0,0,15,0,0,0,0,11,0,0,0,0,12,5,0,0,7,0,0,0,0,0,16,0,0,0,9,0,0,0,0,0,9,8,0,0,12,0,0,0,0,0,0,0,0,0
0,0,112,0,91,49,0,63,0,0,0,72,78,0,0,0,66,30,0,0,0,36,36,32,0,28,44,0,0,0,0,24,0,12,0,18,0,24,0,0,14,0,0,14,0,26,0,16,0,0,0,7,0,0,8,8,0,0,5,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,0,11,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,13,0,0,10,0,9,0,0,7,0,9,6,9,13,0
0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,42,0,0,44,0,56,0,0,0,0,0,0,0,30,0,30,0,0,0,0,0,0,0,0,8,26,0,0,0,24,0,0,0,0,9,12,12,0,0,13,0,4,0,0,0,0,6,12,7,0,10,0,0,8,0,0,0,7,0,8,0,7,0,6,0,0,10,4,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,10,0,4,0,6,0,0,0,0,0,10,0,0,5,0,0,0,0
0,0,56,0,91,77,0,63,0,0,0,0,48,0,66,48,0,0,0,0,0,0,44,0,0,60,52,0,0,40,0,0,0,0,0,0,21,0,0,33,0,0,18,0,0,22,0,0,24,18,0,0,9,0,0,8,0,0,0,2,0,0,8,7,0,0,0,0,0,14,0,0,0,13,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,9,0,0,0,15,0,0,0,0,6,21,0,0,0,12,0,9,0,0,14,0,0,0,0,14,9,0,0,0,11,0
0,0,0,105,0,0,49,0,0,77,0,0,0,78,0,0,0,0,0,60,32,0,0,60,0,0,0,44,60,0,36,0,0,0,15,0,0,33,24,0,22,0,0,22,0,0,0,22,0,22,0,0,0,0,5,0,0,11,0,0,0,9,7,0,0,0,0,0,0,2,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8,0,0,0,0,0,0,0,5,0,14,0,0,7,0,0,6,0,0,0,12,0,0,0,0
0,0,140,0,0,0,0,98,0,56,0,0,54,0,0,0,0,66,48,0,0,0,0,0,0,0,48,48,0,0,0,0,27,0,0,0,0,75,0,30,0,0,22,0,0,0,0,34,0,20,0,0,8,6,0,0,0,14,0,13,0,16,0,4,0,10,16,3,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,16,0,11,0,12,0,0,0,10,3,9,9,4,0,11,0,7,0,0,0,10,0,0,0,8,0,10,0,0,8,11,0,7,0,8,0,0
0,98,0,0,49,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,15,33,0,0,0,27,0,0,0,0,0,32,22,0,0,24,0,0,0,0,7,10,11,0,0,16,8,0,0,0,0,5,11,5,17,0,0,0,0,0,0,0,14,0,9,0,0,0,0,10,0,0,6,0,7,0,0,0,0,0,0,0,11,12,16,0,0,0,0,0,0,0,0,0,16,8,0,0,0,0,12,13,5,14,10,0,0,0,9,0
0,56,49,0,105,0,77,70,0,0,0,48,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,7,0,0,8,9,0,0,9,0,7,0,12,0,13,0,0,0,0,7,8,0,19,0,8,6,0,0,0,0,4,0,16,3,8,14,0,0,14,0,12,0,16,11,0,0,0,0,14,5,7,0,10,13,0,0,0,8,13,10,0
0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,54,0,44,0,0,0,0,0,0,0,88,24,0,0,0,39,0,0,0,21,48,0,0,0,0,0,0,12,0,16,22,0,11,0,0,0,0,0,0,0,10,7,0,0,0,0,12,0,12,0,11,0,0,0,0,0,0,6,6,0,10,0,15,0,0,0,11,0,12,0,0,10,6,0,0,0,9,9,0,0,0,13,5,12,0,0,0,0,0,14,0,7,9,0,0,0,0,10,0,15,10
0,0,0,0,0,0,35,0,0,0,0,0,0,42,0,0,0,48,54,0,0,0,0,0,0,40,0,0,36,0,0,0,0,12,0,0,0,0,0,36,0,0,34,0,0,0,0,0,0,24,0,0,12,0,0,0,0,0,0,8,0,0,0,14,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,17,0,0,17,0,0,7,0,0,0,15,0,0,15,0,0,0,0,0,0,15,0,0,14,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,18,0,0,0,0,0,0,0,14,0,13,0,9,7,0,0,16,0,0,14,0,0,9,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8
0,0,0,0,0,0,84,0,0,21,0,0,24,0,0,0,0,42,0,0,12,0,24,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,8,0,11,9,0,0,0,0,0,8,10,0,9,9,0,0,11,0,0,0,5,0,0,0,9,0,10,8,0,7,0,0,10,7,10,0,7,15,8,0,0,6,14,0,9,7,0,5,0,0,8,9,12,0,0,10,0,8,0
84,0,0,84,0,0,0,0,91,77,66,0,0,48,54,0,0,72,36,54,32,0,0,0,44,28,0,0,0,0,27,18,0,0,48,27,0,0,21,33,0,0,0,0,32,10,20,0,8,14,0,0,0,11,9,0,11,0,15,0,0,5,0,13,6,8,0,0,8,11,7,9,0,10,4,0,11,0,0,9,0,0,0,13,10,0,0,0,0,0,13,0,0,13,12,11,0,11,10,0,9,12,0,10,14,0,0,6,12,0,0,14,0,14,10,0,0,0,0,7
0,49,0,0,0,0,0,0,49,0,0,90,0,0,0,0,0,0,54,42,0,36,0,0,0,0,0,0,44,16,0,0,21,0,0,0,0,0,24,27,0,0,0,0,0,0,0,0,22,12,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,6,0,0,5,0,0,0,0
56,0,84,49,0,21,56,0,0,0,60,0,72,102,0,0,12,0,0,0,0,0,36,0,0,0,44,0,0,0,0,0,0,0,24,24,33,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,12,0,6,8,0,0,11,0,5,7,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12,0,12,10,0,0,0,8,0,0,0,0,13,8,0,0,0,13,0,11,0,0,0,0,0,0,0,0,0,9,11,0
77,0,0,70,0,0,0,0,0,77,54,0,0,0,0,0,0,0,0,66,52,0,0,0,0,0,44,0,0,40,0,27,0,0,0,0,30,0,24,27,0,0,4,0,10,0,20,0,28,24,0,0,0,0,7,0,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,7,11,0,0,0,0,0,11,10,0,5,14,0,0,8,0,0,0,9,0,0,0,0,0,8,0,0,4,17,0,0,0,0,8,0,12,0,0,0,0,0,0,0,11,0,9,0,0
0,28,105,0,70,63,0,49,0,98,0,24,78,0,60,90,0,0,0,84,0,20,64,0,0,32,0,0,0,0,0,15,9,0,0,42,0,0,27,0,0,0,0,0,0,16,10,0,24,0,5,15,10,0,0,9,0,0,11,0,0,8,15,0,0,0,0,0,10,16,0,0,15,0,0,0,6,9,0,6,0,11,0,0,0,0,4,12,0,0,0,10,0,0,0,0,10,8,0,0,0,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,13,0,0
0,0,0,0,70,0,84,0,0,0,0,60,0,0,66,0,96,0,0,0,56,0,0,0,0,0,52,0,0,0,0,30,0,0,0,0,30,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,10,5,0,12,7,12,6,0,0,0,0,0,0,0,11,16,9,0,0,0,0,5,0,6,15,0,11,0,0,0,0,0
98,0,0,105,91,56,70,56,126,63,72,0,0,0,78,90,0,42,84,0,0,0,40,0,40,0,64,52,52,0,0,0,0,0,0,36,45,39,0,0,0,0,0,0,0,32,20,18,22,0,0,10,0,0,0,11,0,7,11,0,14,0,0,0,7,0,0,0,0,0,13,0,8,0,0,0,0,10,9,0,14,0,12,0,0,0,0,0,0,9,19,0,19,7,0,0,7,0,0,15,21,0,15,10,0,11,10,0,0,4,12,0,8,9,0,11,0,0,10,10
0,0,105,77,0,0,0,0,0,0,0,0,84,36,36,0,78,0,0,30,0,0,0,40,24,0,20,0,0,0,0,0,27,21,30,0,0,0,0,0,0,0,0,0,0,26,0,0,20,0,0,11,0,0,0,6,0,7,9,0,14,0,0,0,0,0,0,0,9,0,7,0,0,0,0,13,0,10,2,13,12,0,0,0,8,8,0,0,0,6,11,9,0,0,16,4,0,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0
0,63,105,0,91,91,0,0,0,0,0,0,138,0,90,0,0,0,42,0,0,48,64,32,56,0,0,0,48,0,0,33,0,0,30,30,42,0,30,0,0,20,0,14,22,0,22,0,0,0,0,0,0,5,11,0,0,10,0,0,11,0,0,7,0,0,12,12,0,0,0,0,0,8,7,0,7,11,10,10,10,11,0,8,0,0,9,14,9,0,0,10,15,16,0,0,11,16,0,0,15,5,14,11,0,0,0,11,0,0,12,0,13,0,0,0,0,12,0,0
0,0,98,91,0,84,0,70,0,56,0,0,120,66,0,0,0,0,0,0,56,0,56,32,0,44,36,48,28,0,36,33,0,0,0,15,21,0,36,0,28,10,0,0,0,0,24,10,24,0,10,10,0,0,0,8,0,7,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,9,0,0,0,12,0,0,0,0,0,16,0,0,0,11,0,0,0,0,0,6,8,9,0,13,0,0,0,13,0,8,0,12,0,19,0,0,11,6
0,0,0,105,0,0,0,28,0,0,0,0,0,66,54,0,0,0,0,0,0,0,0,52,0,0,0,0,28,28,0,30,0,27,39,27,0,18,0,33,0,20,0,0,22,30,0,0,0,30,0,0,0,0,0,17,0,0,0,10,0,13,7,0,0,0,0,0,0,0,0,0,15,0,0,0,0,11,0,6,0,0,9,0,0,0,0,7,0,11,0,0,7,10,0,0,0,0,7,11,0,0,0,10,0,0,0,7,0,9,0,0,12,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,105,49,0,0,0,30,0,24,0,0,120,66,0,0,0,24,0,56,0,0,60,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11,0,0,0,10,0,0,11,0,0,0,0,0,11,17,0,16,0,0,0,9,0,0,9,0,0,0,0,0,11,12,0,0,10,0,0,0,0,9,9,0,0,11,0,12,0,0,0,8,0,0,0,0,0,8,0,0,0,14,0,0
0,0,0,0,0,98,56,84,49,56,0,0,0,0,0,0,96,0,0,60,0,44,0,0,36,36,52,44,0,32,0,18,0,0,0,21,54,0,0,0,0,18,0,24,0,0,22,32,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,0,6,11,0,0,0,0,0,0,0,0,2,7,0,9,0,0,0,0,0,0,8,10,0,8,0,0,0,0,0,0,0
0,0,0,0,0,0,0,84,0,0,0,48,0,0,0,0,60,0,0,0,0,44,0,0,0,0,60,0,0,0,0,0,0,30,0,0,15,0,0,0,0,0,0,0,28,20,0,0,0,0,0,0,0,3,15,9,9,5,7,8,4,10,0,0,0,11,9,0,7,0,0,14,0,0,4,9,0,0,6,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,13,0,0,0,13,0,13,0,6,0,0,0
